x,y,long,short,radian,bool
151.27,603.241,2.720,4.32,157.44,0.0
131.0,602.5,0.0,1.0,0.0,0.0
113.12,604.127,1.7476,4.3925,164.16,0.0
1336.295,601.000,0.038092,0.1117,71.18,0.0
378.5,601.5,0.529,1.3333,0.0,0.0
370.261,602.696,1.5601,4.145,43.99,0.0
265.5,603.27,0.0,1.0,0.0,0.0
173.83,602.38,4.71,8.993,108.16,0.0
106.26,602.23,2.958,3.9099,64.128,0.0
2.006,601.997,1.2611,2.1976,134.943,0.0
145.49,601.007,0.7113,15.014,44.83,0.0
1227.0,599.5,2.1213,3.0,0.0,0.0
218.0,599.0,0.0,0.000,0.0,0.0
99.99,600.0,0.00,0.004525,103.30,0.0
925.994,599.103,1.989,5.36,104.07,0.0
288.0,599.0,1.632,2.8284,135.0,0.0
198.02,604.060,5.802,15.896,56.800,0.0
181.66,599.266113,1.6784,5.354,113.42,0.0
48.25,598.75,0.7071,8529.546875,135.0,0.0
392.99,598.0,0.00,0.004525,76.695,0.0
239.107,600.913,2.181,8.158,33.61,0.0
168.5,597.5,0.0,1.0,0.0,0.0
145.22,597.5,0.0,1.0,0.0,0.0
116.10,599.49,3.9405,6.005,119.83,0.0
91.5,597.5,0.5296,1.33,0.0,0.0
69.80,598.390,4.932,6.565,71.53,0.0
23.07,598.021,0.9493,4.564,60.986,0.0
1360.19,597.10,1.5334,2.483,148.154,0.0
1012.869,597.309,1.6665,3.552,33.985,0.0
234.0,596.78,1.2118,4.185,60.74,0.0
205.99,597.0,0.00,0.004525,103.30,0.0
137.06,599.12,2.396,6.856,179.86,0.0
81.93,598.148,3.945,6.658,77.16,0.0
417.04,596.662,1.370,5.897,61.515,0.0
377.273,596.03,2.1050,6.095,95.726,0.0
365.50,595.499,0.9998,12.192,90.67,0.0
215.08,597.23,3.451,7.535,80.97,0.0
156.11,598.628,6.53,8.829,39.81,0.0
109.81,596.671,3.5268,8.000,84.07,0.0
387.71,594.5,0.0,1.0,0.0,0.0
296.963,594.791503,2.255,4.269,71.38,0.0
252.5,594.5,0.0,1.0,0.0,0.0
130.35,596.116,1.8281,5.352,29.38,0.0
920.413,594.996,1.8795,5.257,128.730,0.0
156.02,416.42,28.049,645.204589,0.0,0.0
401.22,594.388,2.92,6.828,70.71,0.0
340.5,594.5,0.0,1.0,0.0,0.0
164.339,593.339,2.516,3.521,44.999,0.0
122.83,598.548,5.2895,12.324,148.97,0.0
96.31,593.89,2.2440,3.1419,113.58,0.0
74.02,594.918457,1.5624,4.195,37.01,0.0
374.5,592.5,1.4142,3.7416,45.0,0.0
223.04,594.499,1.8328,6.258,36.08,0.0
194.5,592.5,3.1622,3.1622,0.0,0.0
1351.411,591.953,2.1203,3.3231,106.51,0.0
601.499,592.507,1.0095,12.30,0.11517,0.0
437.5,592.285,0.0,1.0,180.0,0.0
433.50,591.499,0.9998,12.192,90.67,0.0
365.5,591.5,0.0,1.0,0.0,0.0
260.143,592.623,2.2257,5.799,131.166,0.0
217.63,592.65625,3.407,5.718,102.15,0.0
184.0,591.0,2.1821,4.082,90.0,0.0
82.86,592.204,0.6476,20.80,0.0,0.0
116.5,592.0,0.0,1.0,0.0,0.0
83.773,592.423,2.9096,5.2896,27.573,0.0
63.19,591.894,2.7310,4.956,134.75,0.0
416.569,620.938,5.627,58.141,0.0,0.0
228.728,591.372,3.3000,5.155,122.31,0.0
158.99,589.998,0.00,0.007213,157.46,0.0
95.59,590.705,3.3765,5.8050,76.07,0.0
76.01,589.500,1.0112,13.570,90.32,0.0
1362.092,589.466,1.7448,5.608,118.355,0.0
1355.75,589.708,3.090,3.3509,95.82,0.0
440.5,588.0,0.0,0.000,0.0,0.0
392.33,588.339,2.5162,3.5216,45.0,0.0
369.554,589.515,2.1144,5.655,119.75,0.0
348.02,591.915,5.624,9.470,59.011,0.0
234.45,589.523,1.5337,4.697,43.23,0.0
208.57,590.549,4.763,9.233,110.04,0.0
176.14,589.266,4.455,5.881,45.849,0.0
151.637,606.844,17.10,42.03,38.32,0.0
104.619,588.985,1.7543,5.632,104.00,0.0
80.25,589.25,0.7071,8409.098,45.0,0.0
1350.081542,587.97,1.562,4.195,52.98,0.0
1331.0,588.0,1.632,2.8284,45.0,0.0
412.678,588.841,3.5490,3.947,21.870,0.0
358.005,590.127,5.1987,6.458,23.325,0.0
307.5,587.0,2.1213,3.0,90.0,0.0
302.0,587.5,2.1213,3.0,0.0,0.0
292.0,587.5,2.403,4.535,125.45,0.0
7.267,587.24,1.5251,6.853,74.46,0.0
423.826,588.417480,2.1631,6.1866,133.25,0.0
406.187988,588.876,4.072,5.717,160.266,0.0
389.105,587.538,4.553,5.502,106.51,0.0
320.934,589.58,5.8604,8.414,0.7725,0.0
259.5,586.0,2.1213,3.0,90.0,0.0
217.69,587.658,2.867,4.401,127.70,0.0
109.909,588.445,2.681,4.7886,160.167,0.0
325.009,586.124,3.12,4.5065,38.862,0.0
316.363,588.12,4.633,8.325,27.14,0.0
304.0,585.279,2.998,3.8324,90.0,0.0
298.66,585.660,2.5162,3.5216,45.0,0.0
264.24,585.724,2.720,4.32,67.44,0.0
21.078,588.265625,6.439,7.655,49.21,0.0
0.8767,586.963,2.149,4.389,173.02,0.0
310.0,584.0,2.2215,6.497,90.0,0.0
276.5,585.0,2.403,4.535,144.546,0.0
272.5,584.0,2.1213,3.0,90.0,0.0
201.0,585.0,1.0256,4.503,61.845,0.0
158.94,584.633,2.884,4.26,83.455,0.0
156.5,584.5,3.1501,8.403,166.98,0.0
155.223,589.802,8.077,11.021,25.19,0.0
82.98,590.937,11.659,19.631,89.60,0.0
327.5,583.0,2.1213,3.0,90.0,0.0
295.195,583.598,3.013,4.140,68.950,0.0
246.5,583.651,3.1567,4.827,90.0,0.0
210.5,583.0,0.0,0.000,0.0,0.0
191.5,584.5,0.0,1.0,180.0,0.0
187.285,583.5,0.0,1.0,0.0,0.0
167.229,583.90,1.5730,6.587,78.75,0.0
147.705,585.155,4.58,5.342,69.79,0.0
132.0,584.0,1.632,2.8284,45.0,0.0
104.641113,584.233,3.649,5.953,70.07,0.0
87.85,585.689,1.9043,4.9230,11.024,0.0
1360.55,583.705,1.3333,9.862,133.98,0.0
420.99,585.92,5.532,8.052,136.229,0.0
396.556,582.917,2.174,5.16,79.24,0.0
386.83,587.780,9.103,20.877,101.00,0.0
325.0,582.5,2.1213,3.0,0.0,0.0
278.5,582.5,3.1622,3.1622,0.0,0.0
269.17,583.308105,4.813,7.320,69.85,0.0
264.29,582.725,2.946,5.733,56.455,0.0
251.257,583.151,3.608,4.599,35.23,0.0
238.5,582.0,2.1213,3.0,90.0,0.0
113.77,583.584,2.9599,5.680,79.57,0.0
49.39,584.000,1.2300,30.37,54.289,0.0
36.92,584.065,1.7613,4.553,18.724,0.0
428.125,582.625,0.0,0.7071,0.0,0.0
358.27,582.241,2.720,4.32,157.44,0.0
296.5,581.0,2.1213,3.0,90.0,0.0
276.5,581.0,2.1213,3.0,90.0,0.0
258.0,582.5,2.2105,5.249,0.0,0.0
231.0,582.0,2.1821,4.082,0.0,0.0
40.736,582.077636,3.5109,8.826,104.30,0.0
901.724,581.241,2.720,4.32,22.553,0.0
383.229,580.745,2.193,3.3882,72.98,0.0
364.435,582.699,6.142,15.203,92.43,0.0
332.60,582.117,3.7475,6.027,31.651,0.0
319.75,580.275,2.720,4.32,67.44,0.0
289.057,582.141,2.874,8.204,46.33,0.0
283.34,582.471,4.584,9.775,48.751,0.0
243.82,581.36,3.0253,5.649,41.71,0.0
234.5,580.0,2.1213,3.0,90.0,0.0
226.5,580.5,3.1622,3.1622,0.0,0.0
192.00,579.999,2.7319,9.857,119.03125,0.0
162.00,580.497,1.0053,57.97,89.96,0.0
143.45,580.567,0.9327,54.51,89.63,0.0
120.64,585.331,4.258,9.64,166.338,0.0
297.1353454589844,445.11016845703125,82.5528793334961,85.45986938476562,59.44855880737305,1.0
